plan_id,plan_name,monthly_fee,data_limit_gb
103644,Plan_3644,40,50
103645,Plan_3645,10,100
103646,Plan_3646,40,20
103647,Plan_3647,40,20
103648,Plan_3648,40,50
103649,Plan_3649,20,50
103650,Plan_3650,20,50
103651,Plan_3651,50,5
103652,Plan_3652,30,20
103653,Plan_3653,10,100
103654,Plan_3654,30,100
103655,Plan_3655,50,100
103656,Plan_3656,10,5
103657,Plan_3657,20,50
103658,Plan_3658,40,10
103659,Plan_3659,50,5
103660,Plan_3660,10,100
103661,Plan_3661,30,20
103662,Plan_3662,10,50
103663,Plan_3663,50,50
103664,Plan_3664,10,20
103665,Plan_3665,20,20
103666,Plan_3666,40,50
103667,Plan_3667,10,20
103668,Plan_3668,10,10
103669,Plan_3669,20,50
103670,Plan_3670,30,50
103671,Plan_3671,50,100
103672,Plan_3672,20,10
103673,Plan_3673,10,50
103674,Plan_3674,40,50
103675,Plan_3675,20,5
103676,Plan_3676,40,50
103677,Plan_3677,10,100
103678,Plan_3678,20,10
103679,Plan_3679,20,50
103680,Plan_3680,40,50
103681,Plan_3681,50,20
103682,Plan_3682,10,100
103683,Plan_3683,10,100
103684,Plan_3684,40,100
103685,Plan_3685,50,50
103686,Plan_3686,30,10
103687,Plan_3687,50,20
103688,Plan_3688,50,5
103689,Plan_3689,40,50
103690,Plan_3690,20,100
103691,Plan_3691,40,10
103692,Plan_3692,30,10
103693,Plan_3693,50,100
103694,Plan_3694,50,50
103695,Plan_3695,40,5
103696,Plan_3696,30,20
103697,Plan_3697,10,20
103698,Plan_3698,50,10
103699,Plan_3699,20,5
103700,Plan_3700,40,5
103701,Plan_3701,30,100
103702,Plan_3702,40,5
103703,Plan_3703,50,50
103704,Plan_3704,40,5
103705,Plan_3705,40,50
103706,Plan_3706,20,10
103707,Plan_3707,10,5
103708,Plan_3708,40,10
103709,Plan_3709,50,5
103710,Plan_3710,40,10
103711,Plan_3711,50,100
103712,Plan_3712,20,100
103713,Plan_3713,50,5
103714,Plan_3714,50,100
103715,Plan_3715,20,50
103716,Plan_3716,10,100
103717,Plan_3717,20,50
103718,Plan_3718,30,10
103719,Plan_3719,20,50
103720,Plan_3720,10,50
103721,Plan_3721,10,100
103722,Plan_3722,40,20
103723,Plan_3723,50,20
103724,Plan_3724,20,50
103725,Plan_3725,50,20
103726,Plan_3726,20,5
103727,Plan_3727,20,100
103728,Plan_3728,50,10
103729,Plan_3729,10,10
103730,Plan_3730,30,20
103731,Plan_3731,50,5
103732,Plan_3732,10,20
103733,Plan_3733,30,100
103734,Plan_3734,50,50
103735,Plan_3735,40,5
103736,Plan_3736,40,100
103737,Plan_3737,20,5
103738,Plan_3738,50,20
103739,Plan_3739,50,50
103740,Plan_3740,20,5
103741,Plan_3741,30,20
103742,Plan_3742,50,100
103743,Plan_3743,20,20
103744,Plan_3744,20,100
103745,Plan_3745,50,20
103746,Plan_3746,20,5
103747,Plan_3747,20,5
103748,Plan_3748,40,100
103749,Plan_3749,10,50
103750,Plan_3750,40,100
103751,Plan_3751,10,50
103752,Plan_3752,40,20
103753,Plan_3753,20,5
103754,Plan_3754,30,100
103755,Plan_3755,50,5
103756,Plan_3756,10,50
103757,Plan_3757,30,100
103758,Plan_3758,20,100
103759,Plan_3759,10,20
103760,Plan_3760,10,10
103761,Plan_3761,40,5
103762,Plan_3762,10,50
103763,Plan_3763,10,100
103764,Plan_3764,20,50
103765,Plan_3765,30,5
103766,Plan_3766,40,5
103767,Plan_3767,20,5
103768,Plan_3768,50,100
103769,Plan_3769,10,100
103770,Plan_3770,10,50
103771,Plan_3771,20,50
103772,Plan_3772,20,100
103773,Plan_3773,20,100
103774,Plan_3774,40,100
103775,Plan_3775,20,20
103776,Plan_3776,30,100
103777,Plan_3777,30,5
103778,Plan_3778,10,50
103779,Plan_3779,20,100
103780,Plan_3780,50,100
103781,Plan_3781,30,100
103782,Plan_3782,20,50
103783,Plan_3783,30,5
103784,Plan_3784,10,50
103785,Plan_3785,50,5
103786,Plan_3786,40,100
103787,Plan_3787,10,100
103788,Plan_3788,40,5
103789,Plan_3789,20,50
103790,Plan_3790,40,50
103791,Plan_3791,20,5
103792,Plan_3792,50,5
103793,Plan_3793,50,10
103794,Plan_3794,10,10
103795,Plan_3795,50,5
103796,Plan_3796,40,5
103797,Plan_3797,20,50
103798,Plan_3798,20,20
103799,Plan_3799,30,20
103800,Plan_3800,20,20
103801,Plan_3801,50,50
103802,Plan_3802,20,20
103803,Plan_3803,30,100
103804,Plan_3804,40,5
103805,Plan_3805,10,10
103806,Plan_3806,10,20
103807,Plan_3807,20,20
103808,Plan_3808,20,20
103809,Plan_3809,20,50
103810,Plan_3810,50,5
103811,Plan_3811,50,5
103812,Plan_3812,20,10
103813,Plan_3813,40,20
103814,Plan_3814,20,5
103815,Plan_3815,20,100
103816,Plan_3816,30,100
103817,Plan_3817,40,50
103818,Plan_3818,10,10
103819,Plan_3819,50,50
103820,Plan_3820,40,5
103821,Plan_3821,20,20
103822,Plan_3822,20,50
103823,Plan_3823,30,10
103824,Plan_3824,30,5
103825,Plan_3825,30,20
103826,Plan_3826,20,50
103827,Plan_3827,30,100
103828,Plan_3828,10,100
103829,Plan_3829,40,20
103830,Plan_3830,30,5
103831,Plan_3831,20,50
103832,Plan_3832,30,100
103833,Plan_3833,50,10
103834,Plan_3834,10,20
103835,Plan_3835,50,50
103836,Plan_3836,40,10
103837,Plan_3837,50,20
103838,Plan_3838,30,50
103839,Plan_3839,40,10
103840,Plan_3840,20,10
103841,Plan_3841,20,50
103842,Plan_3842,10,50
103843,Plan_3843,40,50
103844,Plan_3844,50,100
103845,Plan_3845,50,50
103846,Plan_3846,30,100
103847,Plan_3847,10,10
103848,Plan_3848,30,100
103849,Plan_3849,30,100
103850,Plan_3850,40,10
103851,Plan_3851,20,5
103852,Plan_3852,30,10
103853,Plan_3853,50,100
103854,Plan_3854,40,10
103855,Plan_3855,20,50
103856,Plan_3856,50,100
103857,Plan_3857,20,5
103858,Plan_3858,40,50
103859,Plan_3859,40,5
103860,Plan_3860,40,100
103861,Plan_3861,50,50
103862,Plan_3862,20,10
103863,Plan_3863,30,50
103864,Plan_3864,50,100
103865,Plan_3865,50,10
103866,Plan_3866,50,100
103867,Plan_3867,50,10
103868,Plan_3868,20,20
103869,Plan_3869,50,50
103870,Plan_3870,40,100
103871,Plan_3871,50,50
103872,Plan_3872,40,50
103873,Plan_3873,50,10
103874,Plan_3874,30,50
103875,Plan_3875,10,20
103876,Plan_3876,10,10
103877,Plan_3877,30,100
103878,Plan_3878,20,5
103879,Plan_3879,50,20
103880,Plan_3880,50,10
103881,Plan_3881,10,20
103882,Plan_3882,20,100
103883,Plan_3883,50,10
103884,Plan_3884,50,5
103885,Plan_3885,20,10
103886,Plan_3886,40,5
103887,Plan_3887,10,5
103888,Plan_3888,10,20
103889,Plan_3889,30,5
103890,Plan_3890,40,50
103891,Plan_3891,20,100
103892,Plan_3892,10,20
103893,Plan_3893,20,5
103894,Plan_3894,30,100
103895,Plan_3895,10,10
103896,Plan_3896,30,5
103897,Plan_3897,10,10
103898,Plan_3898,50,100
103899,Plan_3899,40,20
103900,Plan_3900,20,100
103901,Plan_3901,40,10
103902,Plan_3902,10,100
103903,Plan_3903,50,100
103904,Plan_3904,40,20
103905,Plan_3905,40,20
103906,Plan_3906,20,10
103907,Plan_3907,30,5
103908,Plan_3908,30,100
103909,Plan_3909,20,5
103910,Plan_3910,50,10
103911,Plan_3911,20,20
103912,Plan_3912,20,5
103913,Plan_3913,50,50
103914,Plan_3914,40,50
103915,Plan_3915,50,5
103916,Plan_3916,50,20
103917,Plan_3917,50,100
103918,Plan_3918,40,10
103919,Plan_3919,50,100
103920,Plan_3920,10,20
103921,Plan_3921,40,100
103922,Plan_3922,20,5
103923,Plan_3923,10,50
103924,Plan_3924,30,10
103925,Plan_3925,10,50
103926,Plan_3926,50,50
103927,Plan_3927,40,5
103928,Plan_3928,50,50
103929,Plan_3929,50,20
103930,Plan_3930,40,10
103931,Plan_3931,30,5
103932,Plan_3932,30,10
103933,Plan_3933,30,50
103934,Plan_3934,30,5
103935,Plan_3935,20,20
103936,Plan_3936,20,5
103937,Plan_3937,20,50
103938,Plan_3938,50,20
103939,Plan_3939,40,5
103940,Plan_3940,10,5
103941,Plan_3941,40,50
103942,Plan_3942,40,10
103943,Plan_3943,20,5
103944,Plan_3944,40,20
103945,Plan_3945,10,10
103946,Plan_3946,40,5
103947,Plan_3947,50,10
103948,Plan_3948,10,10
103949,Plan_3949,30,100
103950,Plan_3950,50,100
103951,Plan_3951,10,100
103952,Plan_3952,20,100
103953,Plan_3953,40,10
103954,Plan_3954,20,50
103955,Plan_3955,10,10
103956,Plan_3956,30,10
103957,Plan_3957,30,20
103958,Plan_3958,30,50
103959,Plan_3959,30,100
103960,Plan_3960,50,5
103961,Plan_3961,30,50
103962,Plan_3962,40,5
103963,Plan_3963,40,100
103964,Plan_3964,40,10
103965,Plan_3965,20,20
103966,Plan_3966,10,5
103967,Plan_3967,40,50
103968,Plan_3968,30,5
103969,Plan_3969,50,5
103970,Plan_3970,40,5
103971,Plan_3971,50,20
103972,Plan_3972,10,50
103973,Plan_3973,20,10
103974,Plan_3974,50,100
103975,Plan_3975,30,5
103976,Plan_3976,30,20
103977,Plan_3977,40,10
103978,Plan_3978,30,5
103979,Plan_3979,50,5
103980,Plan_3980,50,20
103981,Plan_3981,50,5
103982,Plan_3982,30,20
103983,Plan_3983,50,5
103984,Plan_3984,10,20
103985,Plan_3985,40,20
103986,Plan_3986,30,100
103987,Plan_3987,40,20
103988,Plan_3988,20,100
103989,Plan_3989,10,50
103990,Plan_3990,10,50
103991,Plan_3991,40,5
103992,Plan_3992,10,20
103993,Plan_3993,10,100
103994,Plan_3994,20,5
103995,Plan_3995,30,20
103996,Plan_3996,30,5
103997,Plan_3997,50,20
103998,Plan_3998,10,10
103999,Plan_3999,50,100
104000,Plan_4000,20,10
104001,Plan_4001,10,100
104002,Plan_4002,10,10
104003,Plan_4003,50,50
104004,Plan_4004,40,10
104005,Plan_4005,10,10
104006,Plan_4006,50,20
104007,Plan_4007,50,100
104008,Plan_4008,40,20
104009,Plan_4009,10,50
104010,Plan_4010,50,100
104011,Plan_4011,10,10
104012,Plan_4012,40,20
104013,Plan_4013,20,100
104014,Plan_4014,30,5
104015,Plan_4015,40,20
104016,Plan_4016,40,100
104017,Plan_4017,20,10
104018,Plan_4018,20,20
104019,Plan_4019,40,10
104020,Plan_4020,20,5
104021,Plan_4021,20,100
104022,Plan_4022,40,20
104023,Plan_4023,30,5
104024,Plan_4024,50,100
104025,Plan_4025,10,50
104026,Plan_4026,40,5
104027,Plan_4027,50,100
104028,Plan_4028,50,50
104029,Plan_4029,10,100
104030,Plan_4030,20,5
104031,Plan_4031,10,100
104032,Plan_4032,50,5
104033,Plan_4033,50,20
104034,Plan_4034,20,5
104035,Plan_4035,10,10
104036,Plan_4036,20,50
104037,Plan_4037,40,5
104038,Plan_4038,10,20
104039,Plan_4039,50,20
104040,Plan_4040,50,20
104041,Plan_4041,50,5
104042,Plan_4042,30,10
104043,Plan_4043,40,10
104044,Plan_4044,20,5
104045,Plan_4045,10,100
104046,Plan_4046,40,5
104047,Plan_4047,30,50
104048,Plan_4048,20,10
104049,Plan_4049,10,20
104050,Plan_4050,20,100
104051,Plan_4051,40,5
104052,Plan_4052,40,50
104053,Plan_4053,30,20
104054,Plan_4054,30,20
104055,Plan_4055,40,5
104056,Plan_4056,50,10
104057,Plan_4057,20,5
104058,Plan_4058,40,5
104059,Plan_4059,30,50
104060,Plan_4060,10,100
104061,Plan_4061,50,20
104062,Plan_4062,20,100
104063,Plan_4063,30,50
104064,Plan_4064,40,50
104065,Plan_4065,40,10
104066,Plan_4066,40,10
104067,Plan_4067,20,20
104068,Plan_4068,50,50
104069,Plan_4069,10,20
104070,Plan_4070,20,5
104071,Plan_4071,20,50
104072,Plan_4072,10,100
104073,Plan_4073,30,5
104074,Plan_4074,20,20
104075,Plan_4075,40,100
104076,Plan_4076,40,5
104077,Plan_4077,20,50
104078,Plan_4078,50,50
104079,Plan_4079,10,20
104080,Plan_4080,10,50
104081,Plan_4081,20,5
104082,Plan_4082,40,50
104083,Plan_4083,20,50
104084,Plan_4084,10,20
104085,Plan_4085,10,10
104086,Plan_4086,50,5
104087,Plan_4087,40,20
104088,Plan_4088,10,100
104089,Plan_4089,50,100
104090,Plan_4090,10,5
104091,Plan_4091,20,100
104092,Plan_4092,10,100
104093,Plan_4093,10,10
104094,Plan_4094,10,10
104095,Plan_4095,10,10
104096,Plan_4096,30,10
104097,Plan_4097,10,100
104098,Plan_4098,30,20
104099,Plan_4099,20,10
104100,Plan_4100,40,20
104101,Plan_4101,50,50
104102,Plan_4102,50,20
104103,Plan_4103,20,5
104104,Plan_4104,50,10
104105,Plan_4105,40,5
104106,Plan_4106,10,100
104107,Plan_4107,50,50
104108,Plan_4108,10,10
104109,Plan_4109,40,20
104110,Plan_4110,40,20
104111,Plan_4111,30,20
104112,Plan_4112,30,100
104113,Plan_4113,20,5
104114,Plan_4114,30,20
104115,Plan_4115,50,100
104116,Plan_4116,30,20
104117,Plan_4117,30,10
104118,Plan_4118,50,5
104119,Plan_4119,10,100
104120,Plan_4120,10,100
104121,Plan_4121,10,100
104122,Plan_4122,50,50
104123,Plan_4123,30,20
104124,Plan_4124,50,10
104125,Plan_4125,30,20
104126,Plan_4126,30,50
104127,Plan_4127,40,10
104128,Plan_4128,20,100
104129,Plan_4129,30,10
104130,Plan_4130,10,50
104131,Plan_4131,50,50
104132,Plan_4132,10,20
104133,Plan_4133,40,50
104134,Plan_4134,10,10
104135,Plan_4135,40,5
104136,Plan_4136,40,10
104137,Plan_4137,30,100
104138,Plan_4138,40,5
104139,Plan_4139,40,5
104140,Plan_4140,30,50
104141,Plan_4141,20,50
104142,Plan_4142,40,5
104143,Plan_4143,20,10
104144,Plan_4144,30,5
104145,Plan_4145,30,100
104146,Plan_4146,30,5
104147,Plan_4147,10,20
104148,Plan_4148,20,5
104149,Plan_4149,10,50
104150,Plan_4150,20,5
104151,Plan_4151,40,50
104152,Plan_4152,10,20
104153,Plan_4153,40,5
104154,Plan_4154,30,100
104155,Plan_4155,40,100
104156,Plan_4156,10,20
104157,Plan_4157,20,10
104158,Plan_4158,30,20
104159,Plan_4159,10,10
104160,Plan_4160,20,100
104161,Plan_4161,30,20
104162,Plan_4162,40,100
104163,Plan_4163,30,5
104164,Plan_4164,40,20
104165,Plan_4165,30,10
104166,Plan_4166,10,20
104167,Plan_4167,40,100
104168,Plan_4168,10,20
104169,Plan_4169,40,5
104170,Plan_4170,50,5
104171,Plan_4171,50,100
104172,Plan_4172,50,50
104173,Plan_4173,40,20
104174,Plan_4174,40,100
104175,Plan_4175,20,50
104176,Plan_4176,30,50
104177,Plan_4177,10,100
104178,Plan_4178,20,10
104179,Plan_4179,30,100
104180,Plan_4180,40,20
104181,Plan_4181,50,50
104182,Plan_4182,40,100
104183,Plan_4183,10,20
104184,Plan_4184,40,5
104185,Plan_4185,20,10
104186,Plan_4186,40,50
104187,Plan_4187,10,100
104188,Plan_4188,30,10
104189,Plan_4189,10,5
104190,Plan_4190,50,10
104191,Plan_4191,20,5
104192,Plan_4192,50,20
104193,Plan_4193,40,50
104194,Plan_4194,20,10
104195,Plan_4195,20,10
104196,Plan_4196,50,50
104197,Plan_4197,20,10
104198,Plan_4198,20,100
104199,Plan_4199,40,20
104200,Plan_4200,30,5
104201,Plan_4201,20,100
104202,Plan_4202,20,20
104203,Plan_4203,20,10
104204,Plan_4204,40,50
104205,Plan_4205,40,100
104206,Plan_4206,50,10
104207,Plan_4207,30,10
104208,Plan_4208,40,50
104209,Plan_4209,20,100
104210,Plan_4210,20,10
104211,Plan_4211,50,20
104212,Plan_4212,20,5
104213,Plan_4213,20,10
104214,Plan_4214,20,5
104215,Plan_4215,50,5
104216,Plan_4216,30,5
104217,Plan_4217,10,50
104218,Plan_4218,50,10
104219,Plan_4219,20,10
104220,Plan_4220,50,20
104221,Plan_4221,30,10
104222,Plan_4222,20,20
104223,Plan_4223,40,5
104224,Plan_4224,50,100
104225,Plan_4225,50,10
104226,Plan_4226,50,5
104227,Plan_4227,40,20
104228,Plan_4228,30,5
104229,Plan_4229,30,20
104230,Plan_4230,30,10
104231,Plan_4231,40,5
104232,Plan_4232,40,20
104233,Plan_4233,40,100
104234,Plan_4234,50,100
104235,Plan_4235,10,10
104236,Plan_4236,50,10
104237,Plan_4237,10,5
104238,Plan_4238,10,50
104239,Plan_4239,30,10
104240,Plan_4240,20,10
104241,Plan_4241,20,50
104242,Plan_4242,20,10
104243,Plan_4243,40,50
104244,Plan_4244,40,50
104245,Plan_4245,20,10
104246,Plan_4246,10,50
104247,Plan_4247,50,5
104248,Plan_4248,40,50
104249,Plan_4249,30,50
104250,Plan_4250,10,50
104251,Plan_4251,10,10
104252,Plan_4252,50,20
104253,Plan_4253,10,10
104254,Plan_4254,40,5
104255,Plan_4255,30,100
104256,Plan_4256,30,10
104257,Plan_4257,50,100
104258,Plan_4258,30,10
104259,Plan_4259,30,5
104260,Plan_4260,10,50
104261,Plan_4261,30,5
104262,Plan_4262,20,50
104263,Plan_4263,30,5
104264,Plan_4264,40,50
104265,Plan_4265,30,100
104266,Plan_4266,20,50
104267,Plan_4267,40,50
104268,Plan_4268,20,20
104269,Plan_4269,50,5
104270,Plan_4270,40,10
104271,Plan_4271,10,5
104272,Plan_4272,20,50
104273,Plan_4273,20,100
104274,Plan_4274,30,50
104275,Plan_4275,30,50
104276,Plan_4276,10,20
104277,Plan_4277,50,50
104278,Plan_4278,30,20
104279,Plan_4279,50,50
104280,Plan_4280,50,10
104281,Plan_4281,10,100
104282,Plan_4282,20,100
104283,Plan_4283,50,50
104284,Plan_4284,50,100
104285,Plan_4285,30,100
104286,Plan_4286,10,20
104287,Plan_4287,50,100
104288,Plan_4288,40,5
104289,Plan_4289,50,100
104290,Plan_4290,30,20
104291,Plan_4291,10,20
104292,Plan_4292,50,10
104293,Plan_4293,20,50
104294,Plan_4294,40,20
104295,Plan_4295,20,10
104296,Plan_4296,20,10
104297,Plan_4297,50,20
104298,Plan_4298,40,5
104299,Plan_4299,20,5
104300,Plan_4300,20,100
104301,Plan_4301,50,100
104302,Plan_4302,10,5
104303,Plan_4303,30,100
104304,Plan_4304,30,100
104305,Plan_4305,30,10
104306,Plan_4306,30,5
104307,Plan_4307,10,5
104308,Plan_4308,20,50
104309,Plan_4309,40,10
104310,Plan_4310,20,10
104311,Plan_4311,50,100
104312,Plan_4312,30,50
104313,Plan_4313,30,10
104314,Plan_4314,20,20
104315,Plan_4315,40,50
104316,Plan_4316,50,50
104317,Plan_4317,10,100
104318,Plan_4318,50,100
104319,Plan_4319,20,10
104320,Plan_4320,20,50
104321,Plan_4321,50,100
104322,Plan_4322,40,5
104323,Plan_4323,30,100
104324,Plan_4324,30,5
104325,Plan_4325,40,100
104326,Plan_4326,10,50
104327,Plan_4327,10,10
104328,Plan_4328,30,100
104329,Plan_4329,30,50
104330,Plan_4330,30,50
104331,Plan_4331,50,100
104332,Plan_4332,50,20
104333,Plan_4333,40,5
104334,Plan_4334,30,100
104335,Plan_4335,40,50
104336,Plan_4336,50,20
104337,Plan_4337,50,50
104338,Plan_4338,20,100
104339,Plan_4339,20,5
104340,Plan_4340,50,50
104341,Plan_4341,20,10
104342,Plan_4342,40,5
104343,Plan_4343,10,100
104344,Plan_4344,10,100
104345,Plan_4345,20,50
104346,Plan_4346,10,50
104347,Plan_4347,40,10
104348,Plan_4348,10,5
104349,Plan_4349,40,20
104350,Plan_4350,30,20
104351,Plan_4351,40,100
104352,Plan_4352,40,20
104353,Plan_4353,30,50
104354,Plan_4354,50,50
104355,Plan_4355,30,20
104356,Plan_4356,30,50
104357,Plan_4357,30,5
104358,Plan_4358,20,20
104359,Plan_4359,40,50
104360,Plan_4360,30,5
104361,Plan_4361,10,5
104362,Plan_4362,40,100
104363,Plan_4363,40,20
104364,Plan_4364,50,50
104365,Plan_4365,50,10
104366,Plan_4366,30,5
104367,Plan_4367,30,5
104368,Plan_4368,40,50
104369,Plan_4369,30,20
104370,Plan_4370,30,5
104371,Plan_4371,20,10
104372,Plan_4372,30,20
104373,Plan_4373,30,5
104374,Plan_4374,50,100
104375,Plan_4375,50,50
104376,Plan_4376,30,5
104377,Plan_4377,20,10
104378,Plan_4378,20,100
104379,Plan_4379,40,100
104380,Plan_4380,40,5
104381,Plan_4381,50,10
104382,Plan_4382,30,50
104383,Plan_4383,10,5
104384,Plan_4384,40,5
104385,Plan_4385,20,50
104386,Plan_4386,20,5
104387,Plan_4387,50,20
104388,Plan_4388,30,10
104389,Plan_4389,20,100
104390,Plan_4390,40,5
104391,Plan_4391,20,5
104392,Plan_4392,30,5
104393,Plan_4393,50,100
104394,Plan_4394,50,10
104395,Plan_4395,10,100
104396,Plan_4396,30,5
104397,Plan_4397,20,20
104398,Plan_4398,50,5
104399,Plan_4399,50,50
104400,Plan_4400,10,100
104401,Plan_4401,40,100
104402,Plan_4402,40,100
104403,Plan_4403,40,10
104404,Plan_4404,30,20
104405,Plan_4405,20,100
104406,Plan_4406,30,5
104407,Plan_4407,20,20
104408,Plan_4408,40,100
104409,Plan_4409,30,100
104410,Plan_4410,10,20
104411,Plan_4411,30,5
104412,Plan_4412,40,10
104413,Plan_4413,30,50
104414,Plan_4414,40,20
104415,Plan_4415,50,5
104416,Plan_4416,50,20
104417,Plan_4417,40,10
104418,Plan_4418,50,20
104419,Plan_4419,10,20
104420,Plan_4420,50,100
104421,Plan_4421,10,10
104422,Plan_4422,40,5
104423,Plan_4423,20,100
104424,Plan_4424,30,20
104425,Plan_4425,20,5
104426,Plan_4426,20,5
104427,Plan_4427,30,100
104428,Plan_4428,50,10
104429,Plan_4429,30,100
104430,Plan_4430,30,100
104431,Plan_4431,10,50
104432,Plan_4432,20,20
104433,Plan_4433,20,5
104434,Plan_4434,20,5
104435,Plan_4435,50,50
104436,Plan_4436,40,50
104437,Plan_4437,30,100
104438,Plan_4438,40,50
104439,Plan_4439,30,100
104440,Plan_4440,30,5
104441,Plan_4441,30,5
104442,Plan_4442,50,50
104443,Plan_4443,30,100
104444,Plan_4444,20,10
104445,Plan_4445,10,100
104446,Plan_4446,50,10
104447,Plan_4447,50,20
104448,Plan_4448,50,50
104449,Plan_4449,50,20
104450,Plan_4450,10,100
104451,Plan_4451,40,10
104452,Plan_4452,20,10
104453,Plan_4453,20,50
104454,Plan_4454,10,20
104455,Plan_4455,50,50
104456,Plan_4456,50,20
104457,Plan_4457,20,50
104458,Plan_4458,40,50
104459,Plan_4459,30,100
104460,Plan_4460,20,5
104461,Plan_4461,40,10
104462,Plan_4462,10,50
104463,Plan_4463,40,10
104464,Plan_4464,50,10
104465,Plan_4465,10,20
104466,Plan_4466,10,100
104467,Plan_4467,10,50
104468,Plan_4468,50,100
104469,Plan_4469,20,20
104470,Plan_4470,20,50
104471,Plan_4471,30,20
104472,Plan_4472,50,20
104473,Plan_4473,40,100
104474,Plan_4474,50,100
104475,Plan_4475,10,50
104476,Plan_4476,20,10
104477,Plan_4477,20,50
104478,Plan_4478,20,10
104479,Plan_4479,40,5
104480,Plan_4480,40,100
104481,Plan_4481,50,100
104482,Plan_4482,10,10
104483,Plan_4483,20,10
104484,Plan_4484,40,100
104485,Plan_4485,10,5
104486,Plan_4486,40,20
104487,Plan_4487,30,100
104488,Plan_4488,40,5
104489,Plan_4489,50,20
104490,Plan_4490,40,50
104491,Plan_4491,50,20
104492,Plan_4492,30,5
104493,Plan_4493,40,50
104494,Plan_4494,40,20
104495,Plan_4495,30,10
104496,Plan_4496,50,100
104497,Plan_4497,10,100
104498,Plan_4498,50,100
104499,Plan_4499,10,50
104500,Plan_4500,20,50
104501,Plan_4501,50,5
104502,Plan_4502,30,100
104503,Plan_4503,10,20
104504,Plan_4504,40,100
104505,Plan_4505,10,100
104506,Plan_4506,50,20
104507,Plan_4507,30,100
104508,Plan_4508,50,50
104509,Plan_4509,20,50
104510,Plan_4510,50,10
104511,Plan_4511,50,20
104512,Plan_4512,50,100
104513,Plan_4513,40,50
104514,Plan_4514,20,100
104515,Plan_4515,10,10
104516,Plan_4516,10,50
104517,Plan_4517,40,5
104518,Plan_4518,20,10
104519,Plan_4519,50,50
104520,Plan_4520,10,10
